,val_loss,val_acc,loss,acc,lr
0,2.6048033237457275,0.19345924258232117,2.026363202296699,0.4851642847061157,0.0010000000474974513
1,3.8630311489105225,0.19345924258232117,1.1411283344897405,0.58488929271698,0.0010000000474974513
2,4.854708194732666,0.19345924258232117,0.9034136954912282,0.648719072341919,0.0010000000474974513
3,4.710411548614502,0.19345924258232117,0.828037386512356,0.6796931624412537,0.0010000000474974513
4,3.0453996658325195,0.1897743046283722,0.7697303068846624,0.7044434547424316,0.0010000000474974513
5,3.2503466606140137,0.20221096277236938,0.7349331978175243,0.7226805686950684,0.0010000000474974513
6,2.050572395324707,0.3017042875289917,0.7117568656493759,0.7290490865707397,0.0010000000474974513
7,1.5230777263641357,0.4306771159172058,0.6763600507768092,0.7409176230430603,0.0010000000474974513
8,1.0331162214279175,0.5255642533302307,0.6508185996179695,0.7543783187866211,0.0010000000474974513
9,1.3264178037643433,0.5762321352958679,0.6095769836288714,0.7736285924911499,0.0010000000474974513
10,1.1640413999557495,0.6655918955802917,0.5759789171396935,0.7818787097930908,0.0010000000474974513
11,0.8105722069740295,0.641639769077301,0.5637561297482253,0.7891156673431396,0.0010000000474974513
12,0.7911917567253113,0.6909258365631104,0.5541560870208,0.7908524870872498,0.0010000000474974513
13,0.8718457818031311,0.6568401455879211,0.5112084897637005,0.8108264803886414,0.0010000000474974513
14,1.0985583066940308,0.6701980829238892,0.5033009445499901,0.8166159987449646,0.0010000000474974513
15,0.8419169187545776,0.7227084040641785,0.4258927421919049,0.8422347903251648,0.0005000000237487257
16,0.6097249388694763,0.6950713992118835,0.3958828609885899,0.8548270463943481,0.0005000000237487257
17,0.9553160667419434,0.7374481558799744,0.3804965134139067,0.8614850044250488,0.0005000000237487257
18,0.8989146947860718,0.7323814034461975,0.3561812642859833,0.8746562600135803,0.0005000000237487257
19,1.1450656652450562,0.7231690287590027,0.3536285765955427,0.875090479850769,0.0005000000237487257
20,0.6519959568977356,0.7134960889816284,0.34165096971401687,0.8742220401763916,0.0005000000237487257
21,0.8200103640556335,0.7171810269355774,0.3413559095717008,0.8742220401763916,0.0005000000237487257
22,0.9211503863334656,0.7452786564826965,0.3239711464607417,0.8842089772224426,0.0005000000237487257
23,0.9968783259391785,0.7383694052696228,0.3054940212797818,0.8881169557571411,0.0005000000237487257
24,0.7531883716583252,0.7457392811775208,0.3089229372911126,0.8889853954315186,0.0005000000237487257
25,0.795412003993988,0.7181022763252258,0.29102707600210526,0.8966565132141113,0.0005000000237487257
26,1.4012553691864014,0.7111930251121521,0.2824477588436783,0.8978144526481628,0.0005000000237487257
27,1.0123456716537476,0.742514967918396,0.2876062640052988,0.8968012928962708,0.0005000000237487257
28,0.8900660872459412,0.7245509028434753,0.2801214105995955,0.9004197716712952,0.0005000000237487257
29,1.1959669589996338,0.729617714881897,0.2598635611317233,0.9088146090507507,0.0005000000237487257
30,0.704378604888916,0.7526485323905945,0.21860234443470888,0.9221305251121521,0.0003000000142492354
31,1.2282843589782715,0.7402119040489197,0.20715637242790585,0.9271963834762573,0.0003000000142492354
32,1.0649741888046265,0.7268539667129517,0.1969084777859983,0.9308148622512817,0.0003000000142492354
33,0.8315619826316833,0.7420543432235718,0.19413749226821211,0.9326964616775513,0.0003000000142492354
34,0.952744722366333,0.7448180317878723,0.19291258040955242,0.9315385818481445,0.0003000000142492354
35,1.0742075443267822,0.7434362173080444,0.18765121290964645,0.9325517416000366,0.0003000000142492354
36,1.2548209428787231,0.7457392811775208,0.1825656739722321,0.9335649013519287,0.0003000000142492354
37,0.9165324568748474,0.7309995293617249,0.1750889242877317,0.9386307597160339,0.0003000000142492354
38,0.9275950193405151,0.7535697817802429,0.1748675338170138,0.9377623200416565,0.0003000000142492354
39,0.9149054288864136,0.7554122805595398,0.157980345486128,0.9463019371032715,0.0003000000142492354
40,0.9811038970947266,0.7415937185287476,0.15885498956275032,0.9442755579948425,0.0003000000142492354
41,1.1203185319900513,0.7485029697418213,0.15643208857071972,0.9470255970954895,0.0003000000142492354
42,0.7620772123336792,0.7005987763404846,0.16366982392514903,0.942393958568573,0.0003000000142492354
43,1.1868054866790771,0.7309995293617249,0.16081016995244612,0.944420337677002,0.0003000000142492354
44,1.1044336557388306,0.7102717757225037,0.14918865353399602,0.9468808770179749,0.0003000000142492354
45,1.0441362857818604,0.7300782799720764,0.13975686882214775,0.9512230157852173,0.0003000000142492354
46,1.2583485841751099,0.7521879076957703,0.1512056736714727,0.9504993557929993,0.0003000000142492354
47,1.3193063735961914,0.7356057167053223,0.14394076902919162,0.9504993557929993,0.0003000000142492354
48,1.5411211252212524,0.722247838973999,0.13489400011803138,0.954407274723053,0.0003000000142492354
49,1.1378333568572998,0.7392906546592712,0.1372300419815716,0.9528151750564575,0.0003000000142492354
